year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,12,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",72.0,7.0,1.27,0.0,2.3,0.0,3.43,0.0,0.0,538.0,26.0,0.0,187.0,0.0,325.0
2024,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1004.0,232.0,56.29,10.58,92.18,0.0,72.95,4.0,0.0,20067.0,4901.0,1333.0,6394.0,0.0,7439.0
2024,12,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",67.0,11.0,4.85,0.93,0.5,0.0,4.72,0.0,0.0,978.0,461.0,41.0,31.0,0.0,445.0
2024,12,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",106.0,13.0,7.49,0.0,1.12,0.0,4.39,0.0,0.0,1208.0,623.0,0.0,95.0,0.0,490.0
2024,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2107.0,432.0,82.34,15.89,203.57,0.0,130.19,4.0,1.0,30570.0,8385.0,1024.0,10599.0,0.0,10562.0
2024,12,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",25.0,8.0,2.21,0.0,1.39,0.0,4.4,0.0,0.0,520.0,143.0,0.0,80.0,0.0,297.0
2024,12,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",11.0,3.0,1.79,0.0,0.15,0.0,1.06,0.0,0.0,966.0,749.0,0.0,17.0,0.0,200.0
2024,12,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",38.0,6.0,2.29,0.01,0.07,0.0,3.63,0.0,0.0,817.0,229.0,5.0,9.0,0.0,574.0
2024,12,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",111.0,18.0,5.36,0.0,7.69,1.0,3.94,0.0,1.0,1766.0,1038.0,0.0,359.0,98.0,271.0
2024,12,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",103.0,11.0,6.01,0.0,3.64,0.0,1.35,0.0,0.0,945.0,370.0,0.0,110.0,0.0,465.0
2024,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",8.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,143.0,47.0,0.0,96.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",54.0,5.0,1.94,0.0,0.48,0.0,2.59,0.0,0.0,405.0,155.0,0.0,19.0,0.0,231.0
2024,12,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",60.0,8.0,2.52,0.0,0.14,0.0,5.33,1.0,0.0,850.0,381.0,0.0,4.0,0.0,465.0
2024,12,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",78.0,11.0,4.56,2.7,0.36,0.0,3.38,1.0,1.0,779.0,179.0,186.0,49.0,0.0,365.0
2024,12,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",118.0,24.0,8.6,2.69,3.7,0.0,9.0,1.0,0.0,2549.0,434.0,1182.0,154.0,0.0,779.0
2024,12,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",65.0,15.0,3.23,0.0,4.84,0.0,6.93,1.0,0.0,758.0,165.0,0.0,219.0,0.0,374.0
2024,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",811.0,164.0,31.76,3.77,49.63,0.0,78.84,1.0,0.0,11176.0,2093.0,571.0,2032.0,0.0,6480.0
2024,12,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",28.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,213.0,151.0,0.0,21.0,0.0,41.0
2024,12,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",106.0,20.0,6.91,0.94,2.98,0.0,9.17,0.0,0.0,2073.0,424.0,795.0,177.0,0.0,677.0
2024,12,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",18.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",174.0,34.0,7.11,0.0,11.91,0.0,14.98,1.0,1.0,2401.0,564.0,0.0,536.0,0.0,1301.0
2024,12,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",18.0,4.0,0.41,1.0,0.61,0.0,1.97,1.0,0.0,1236.0,12.0,986.0,21.0,0.0,217.0
2024,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",17.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,197.0,155.0,0.0,42.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",101.0,12.0,3.67,0.79,3.06,0.0,4.48,0.0,0.0,647.0,185.0,129.0,89.0,0.0,244.0
2024,12,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",48.0,8.0,4.14,0.0,1.34,0.0,2.52,0.0,1.0,505.0,270.0,0.0,62.0,0.0,173.0
2024,12,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",83.0,15.0,5.27,0.0,3.6,0.0,6.12,0.0,0.0,659.0,243.0,0.0,153.0,0.0,263.0
2024,12,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",90.0,8.0,1.65,0.0,3.4,0.0,2.95,0.0,0.0,889.0,601.0,0.0,135.0,0.0,153.0
2024,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",435.0,102.0,15.13,0.74,23.55,0.0,62.59,1.0,0.0,7043.0,1944.0,111.0,906.0,0.0,4082.0
2024,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",142.0,30.0,6.29,0.0,6.71,0.0,16.99,0.0,0.0,2413.0,1046.0,0.0,396.0,0.0,971.0
2024,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",94.0,23.0,10.01,1.97,5.19,0.0,5.83,2.0,3.0,2204.0,665.0,996.0,216.0,0.0,327.0
2024,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",231.0,53.0,12.7,1.0,15.91,0.69,22.71,0.0,0.0,3403.0,728.0,144.0,598.0,24.0,1909.0
2024,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",10.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,71.0,0.0,33.0,38.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",12.0,3.0,0.0,0.0,2.3,0.0,0.7,0.0,0.0,137.0,0.0,0.0,102.0,0.0,35.0
2024,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",104.0,27.0,5.71,0.97,10.85,0.0,9.47,0.0,0.0,1243.0,233.0,136.0,401.0,0.0,473.0
2024,12,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",19.0,2.0,0.84,0.0,1.16,0.0,0.0,0.0,0.0,83.0,54.0,0.0,29.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",103.0,20.0,9.46,0.0,2.61,0.0,7.93,0.0,0.0,1293.0,690.0,0.0,63.0,0.0,540.0
2024,12,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",52.0,11.0,4.18,0.95,2.9,0.0,2.97,0.0,0.0,598.0,226.0,39.0,101.0,0.0,232.0
2024,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",104.0,20.0,4.55,0.0,4.17,0.0,11.28,1.0,1.0,1146.0,438.0,0.0,131.0,0.0,577.0
2024,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",38.0,1.0,0.0,0.0,0.42,0.0,0.58,0.0,0.0,19.0,0.0,0.0,8.0,0.0,11.0
2024,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",40.0,8.0,2.5,0.53,1.8,0.0,3.17,0.0,0.0,507.0,60.0,56.0,211.0,0.0,180.0
2024,12,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,236.0,0.0,0.0,236.0,0.0,0.0
2024,12,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",127.0,24.0,11.68,0.37,4.99,0.0,6.96,0.0,0.0,1745.0,482.0,40.0,216.0,0.0,1007.0
2024,12,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",39.0,13.0,5.27,0.0,1.82,0.0,5.91,0.0,0.0,707.0,292.0,0.0,92.0,0.0,323.0
2024,12,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",269.0,54.0,16.55,0.29,16.77,0.0,20.39,0.0,0.0,2659.0,873.0,45.0,521.0,0.0,1220.0
2024,12,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",78.0,19.0,4.29,2.3,1.69,0.0,10.72,0.0,0.0,1114.0,242.0,186.0,50.0,0.0,636.0
2024,12,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",295.0,62.0,17.99,1.0,18.66,0.0,24.35,0.0,1.0,3248.0,1025.0,32.0,681.0,0.0,1510.0
2024,12,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",207.0,49.0,21.59,4.24,1.65,0.0,21.52,6.0,0.0,5433.0,1615.0,809.0,62.0,0.0,2947.0
2024,12,AA,American Airlines Network,ALB,"Albany, NY: Albany International",109.0,29.0,11.15,1.31,4.93,0.0,11.61,0.0,2.0,1596.0,406.0,129.0,168.0,0.0,893.0
2024,12,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",27.0,11.0,2.98,0.73,0.0,0.0,7.29,0.0,0.0,648.0,101.0,69.0,0.0,0.0,478.0
2024,12,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",17.0,3.0,1.0,0.82,0.0,0.0,1.18,0.0,0.0,1097.0,38.0,729.0,0.0,0.0,330.0
2024,12,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",536.0,124.0,50.73,3.26,21.85,0.0,48.15,6.0,3.0,9049.0,3816.0,546.0,1090.0,0.0,3597.0
2024,12,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1037.0,253.0,94.96,8.92,51.89,1.06,96.18,10.0,1.0,20609.0,7225.0,1081.0,2531.0,61.0,9711.0
2024,12,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0
2024,12,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",66.0,9.0,4.45,0.56,0.48,0.0,3.51,0.0,1.0,395.0,199.0,20.0,12.0,0.0,164.0
2024,12,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",311.0,77.0,30.21,2.95,9.73,0.25,33.86,2.0,0.0,5130.0,2147.0,363.0,415.0,18.0,2187.0
2024,12,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",51.0,13.0,3.7,0.35,0.01,0.0,8.94,0.0,0.0,1510.0,499.0,47.0,1.0,0.0,963.0
2024,12,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",78.0,22.0,6.59,0.56,3.58,0.0,11.27,1.0,0.0,1325.0,353.0,40.0,261.0,0.0,671.0
2024,12,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",574.0,143.0,51.46,4.56,26.69,0.0,60.29,10.0,1.0,10779.0,3350.0,1120.0,961.0,0.0,5348.0
2024,12,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",88.0,22.0,10.78,1.37,2.81,0.0,7.03,2.0,0.0,1021.0,542.0,46.0,116.0,0.0,317.0
2024,12,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1237.0,282.0,68.33,6.03,79.95,0.52,127.17,19.0,5.0,23821.0,4977.0,1831.0,4696.0,23.0,12294.0
2024,12,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,12,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",118.0,42.0,19.98,1.5,6.59,0.0,13.94,1.0,0.0,2308.0,877.0,186.0,223.0,0.0,1022.0
2024,12,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",96.0,10.0,3.13,2.08,0.85,0.0,3.94,1.0,1.0,1501.0,143.0,408.0,94.0,0.0,856.0
2024,12,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",275.0,74.0,32.85,1.55,7.95,1.0,30.66,3.0,0.0,5162.0,1976.0,189.0,352.0,44.0,2601.0
2024,12,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",52.0,19.0,5.11,0.04,7.13,0.0,6.72,1.0,0.0,2321.0,249.0,55.0,304.0,0.0,1713.0
2024,12,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",33.0,14.0,7.31,0.17,1.62,0.0,4.9,1.0,0.0,1479.0,605.0,10.0,98.0,0.0,766.0
2024,12,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",281.0,65.0,25.56,1.74,7.33,0.0,30.38,2.0,0.0,5837.0,2214.0,738.0,292.0,0.0,2593.0
2024,12,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",74.0,25.0,6.84,5.06,2.27,0.0,10.82,3.0,0.0,6084.0,998.0,2360.0,172.0,0.0,2554.0
2024,12,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",364.0,86.0,31.18,4.06,10.09,0.27,40.4,4.0,0.0,6487.0,2177.0,314.0,387.0,23.0,3586.0
2024,12,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9954.0,1917.0,594.62,82.5,424.75,6.38,808.75,30.0,9.0,171582.0,67626.0,6786.0,16266.0,220.0,80684.0
2024,12,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",271.0,71.0,31.32,0.25,6.03,0.35,33.05,2.0,0.0,4861.0,1892.0,26.0,292.0,13.0,2638.0
2024,12,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",92.0,23.0,10.93,1.88,2.07,0.0,8.11,1.0,0.0,2204.0,1056.0,238.0,148.0,0.0,762.0
2024,12,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",193.0,53.0,20.42,2.37,8.52,0.0,21.69,5.0,0.0,3340.0,1152.0,245.0,238.0,0.0,1705.0
2024,12,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",1991.0,397.0,111.65,12.09,101.8,0.87,170.59,10.0,10.0,31238.0,10518.0,2302.0,3863.0,26.0,14529.0
2024,12,AA,American Airlines Network,DEN,"Denver, CO: Denver International",726.0,175.0,66.56,4.46,27.94,1.41,74.63,13.0,0.0,11655.0,3968.0,443.0,1060.0,57.0,6127.0
2024,12,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13622.0,3036.0,795.72,161.48,934.51,11.7,1132.58,346.0,149.0,303265.0,95737.0,26955.0,56245.0,411.0,123917.0
2024,12,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",172.0,42.0,15.86,1.29,3.81,0.0,21.04,1.0,0.0,3514.0,740.0,218.0,129.0,0.0,2427.0
2024,12,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",431.0,115.0,32.55,3.14,13.54,0.06,65.71,1.0,1.0,7088.0,1637.0,292.0,522.0,14.0,4623.0
2024,12,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",13.0,2.0,0.1,0.31,0.0,0.0,1.6,0.0,0.0,94.0,4.0,16.0,0.0,0.0,74.0
2024,12,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",128.0,53.0,14.54,2.51,22.04,0.0,13.91,2.0,1.0,6020.0,976.0,1283.0,1865.0,0.0,1896.0
2024,12,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",239.0,78.0,36.55,5.95,2.68,0.0,32.82,7.0,0.0,6741.0,3180.0,632.0,167.0,0.0,2762.0
2024,12,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",59.0,14.0,4.26,0.0,2.36,0.0,7.39,0.0,0.0,916.0,259.0,0.0,106.0,0.0,551.0
2024,12,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",519.0,202.0,47.77,4.25,91.46,0.81,57.71,3.0,1.0,14255.0,2995.0,401.0,4058.0,41.0,6760.0
2024,12,AA,American Airlines Network,EYW,"Key West, FL: Key West International",187.0,43.0,12.64,0.97,19.06,0.0,10.33,1.0,6.0,3948.0,710.0,405.0,1113.0,0.0,1720.0
2024,12,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",150.0,41.0,18.36,3.6,2.25,0.0,16.78,2.0,0.0,2682.0,1366.0,419.0,69.0,0.0,828.0
2024,12,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",640.0,161.0,48.82,4.75,38.7,0.0,68.72,6.0,1.0,9495.0,2737.0,449.0,1630.0,0.0,4679.0
2024,12,AA,American Airlines Network,FSD,"Sioux Falls, SD: Joe Foss Field",62.0,23.0,9.45,1.15,1.63,0.0,10.77,2.0,0.0,2135.0,841.0,78.0,66.0,0.0,1150.0
2024,12,AA,American Airlines Network,GEG,"Spokane, WA: Spokane International",99.0,26.0,10.25,1.44,0.88,0.0,13.43,1.0,0.0,2431.0,648.0,423.0,48.0,0.0,1312.0
2024,12,AA,American Airlines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",225.0,71.0,20.72,2.57,10.71,0.0,37.0,1.0,1.0,4960.0,1048.0,516.0,432.0,0.0,2964.0
2024,12,AA,American Airlines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",73.0,20.0,6.16,1.54,2.57,0.0,9.73,1.0,0.0,1341.0,232.0,217.0,105.0,0.0,787.0
2024,12,AA,American Airlines Network,GSP,"Greer, SC: Greenville-Spartanburg International",60.0,24.0,11.94,1.0,1.72,0.0,9.33,3.0,0.0,1195.0,573.0,17.0,72.0,0.0,533.0
2024,12,AA,American Airlines Network,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",23.0,7.0,2.62,1.3,0.11,0.0,2.97,2.0,1.0,719.0,321.0,166.0,16.0,0.0,216.0
2024,12,AA,American Airlines Network,HDN,"Hayden, CO: Yampa Valley",23.0,8.0,3.58,0.19,1.4,0.0,2.83,1.0,1.0,659.0,189.0,15.0,59.0,0.0,396.0
2024,12,AA,American Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",212.0,29.0,18.36,0.0,4.32,0.0,6.32,0.0,0.0,2031.0,927.0,0.0,157.0,0.0,947.0
2024,12,AA,American Airlines Network,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0
2024,12,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",60.0,19.0,7.2,1.04,4.23,0.0,6.53,1.0,0.0,1298.0,316.0,117.0,117.0,0.0,748.0
2024,12,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",551.0,161.0,51.56,3.89,42.37,0.16,63.01,6.0,1.0,10399.0,2146.0,1670.0,2003.0,17.0,4563.0
2024,12,AA,American Airlines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",20.0,6.0,1.06,0.0,1.7,0.0,3.24,0.0,0.0,329.0,34.0,0.0,73.0,0.0,222.0
2024,12,AA,American Airlines Network,ILM,"Wilmington, NC: Wilmington International",87.0,19.0,5.87,0.42,4.34,0.0,8.37,0.0,1.0,1197.0,556.0,18.0,89.0,0.0,534.0
2024,12,AA,American Airlines Network,IND,"Indianapolis, IN: Indianapolis International",493.0,125.0,47.82,3.07,16.03,0.28,57.79,4.0,1.0,8859.0,2938.0,989.0,568.0,59.0,4305.0
2024,12,AA,American Airlines Network,JAC,"Jackson, WY: Jackson Hole",52.0,17.0,4.25,2.9,4.55,0.0,5.3,3.0,2.0,5167.0,367.0,1392.0,481.0,0.0,2927.0
2024,12,AA,American Airlines Network,JAX,"Jacksonville, FL: Jacksonville International",546.0,139.0,49.78,2.53,20.36,0.7,65.64,5.0,0.0,8443.0,3197.0,228.0,843.0,16.0,4159.0
2024,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1155.0,258.0,70.5,5.37,94.54,1.24,86.36,2.0,2.0,22404.0,6889.0,374.0,5933.0,37.0,9171.0
2024,12,AA,American Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",75.0,9.0,4.64,0.0,1.0,0.0,3.36,0.0,0.0,560.0,335.0,0.0,17.0,0.0,208.0
2024,12,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1210.0,255.0,100.41,7.83,42.68,3.16,100.92,11.0,3.0,17660.0,5261.0,1795.0,1477.0,207.0,8920.0
2024,12,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2494.0,446.0,170.9,11.46,106.69,2.91,154.05,9.0,2.0,29893.0,12507.0,1637.0,3483.0,112.0,12154.0
2024,12,AA,American Airlines Network,LBB,"Lubbock, TX: Lubbock Preston Smith International",56.0,28.0,11.02,2.27,1.03,0.0,13.68,1.0,0.0,3350.0,2049.0,182.0,67.0,0.0,1052.0
2024,12,AA,American Airlines Network,LEX,"Lexington, KY: Blue Grass",7.0,3.0,1.84,0.0,0.2,0.0,0.96,0.0,0.0,128.0,68.0,0.0,3.0,0.0,57.0
2024,12,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1471.0,384.0,103.16,9.99,117.74,1.85,151.26,4.0,6.0,28209.0,6856.0,1116.0,5228.0,105.0,14904.0
2024,12,AA,American Airlines Network,LIH,"Lihue, HI: Lihue Airport",75.0,6.0,2.11,0.0,1.0,0.0,2.89,0.0,0.0,375.0,155.0,0.0,36.0,0.0,184.0
2024,12,AA,American Airlines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",54.0,21.0,6.92,0.67,2.56,0.0,10.85,3.0,0.0,1321.0,223.0,129.0,110.0,0.0,859.0
2024,12,AA,American Airlines Network,MCI,"Kansas City, MO: Kansas City International",424.0,95.0,31.28,3.11,9.99,0.0,50.63,6.0,0.0,6287.0,1405.0,593.0,379.0,0.0,3910.0
2024,12,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1632.0,411.0,127.59,8.23,115.35,1.13,158.71,11.0,3.0,27496.0,7635.0,1033.0,5456.0,35.0,13337.0
2024,12,AA,American Airlines Network,MDT,"Harrisburg, PA: Harrisburg International",90.0,24.0,9.03,0.22,2.37,0.0,12.38,0.0,1.0,2225.0,1189.0,56.0,67.0,0.0,913.0
2024,12,AA,American Airlines Network,MEM,"Memphis, TN: Memphis International",299.0,91.0,34.59,2.69,12.15,0.0,41.56,3.0,0.0,6826.0,1803.0,322.0,415.0,0.0,4286.0
2024,12,AA,American Airlines Network,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",167.0,55.0,23.04,4.5,3.58,0.0,23.88,4.0,0.0,4937.0,1886.0,453.0,303.0,0.0,2295.0
2024,12,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5361.0,1155.0,394.88,28.04,367.36,4.15,360.57,18.0,3.0,91297.0,36649.0,2867.0,17011.0,217.0,34553.0
2024,12,AA,American Airlines Network,MKE,"Milwaukee, WI: General Mitchell International",220.0,68.0,27.39,0.42,5.6,0.0,34.59,4.0,0.0,6191.0,2482.0,65.0,218.0,0.0,3426.0
2024,12,AA,American Airlines Network,MRY,"Monterey, CA: Monterey Regional",26.0,4.0,1.1,0.0,0.98,0.0,1.92,0.0,1.0,213.0,81.0,0.0,39.0,0.0,93.0
2024,12,AA,American Airlines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",178.0,54.0,29.64,2.23,10.98,0.0,11.15,2.0,0.0,4001.0,2031.0,528.0,354.0,0.0,1088.0
2024,12,AA,American Airlines Network,MSO,"Missoula, MT: Missoula Montana",12.0,1.0,0.3,0.0,0.7,0.0,0.0,1.0,0.0,20.0,6.0,0.0,14.0,0.0,0.0
2024,12,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",420.0,88.0,28.63,1.96,13.97,0.45,42.99,8.0,0.0,5540.0,1634.0,189.0,494.0,9.0,3214.0
2024,12,AA,American Airlines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",567.0,120.0,53.06,4.52,14.56,0.0,47.86,4.0,0.0,9874.0,3296.0,1435.0,642.0,0.0,4501.0
2024,12,AA,American Airlines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",41.0,12.0,4.06,0.64,3.72,0.0,3.58,0.0,0.0,1007.0,244.0,34.0,150.0,0.0,579.0
2024,12,AA,American Airlines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",14.0,3.0,0.07,0.0,1.0,0.0,1.93,0.0,0.0,160.0,8.0,0.0,20.0,0.0,132.0
2024,12,AA,American Airlines Network,OGG,"Kahului, HI: Kahului Airport",93.0,12.0,5.16,2.05,0.0,0.0,4.79,0.0,0.0,1451.0,504.0,167.0,0.0,0.0,780.0
2024,12,AA,American Airlines Network,OKC,"Oklahoma City, OK: Will Rogers World",227.0,71.0,26.8,3.95,5.37,0.0,34.88,3.0,0.0,5283.0,1646.0,387.0,332.0,0.0,2918.0
2024,12,AA,American Airlines Network,OMA,"Omaha, NE: Eppley Airfield",242.0,63.0,23.33,3.01,5.55,0.65,30.45,0.0,0.0,6025.0,2558.0,431.0,227.0,15.0,2794.0
2024,12,AA,American Airlines Network,ONT,"Ontario, CA: Ontario International",304.0,53.0,16.39,1.55,6.14,0.0,28.92,3.0,0.0,4114.0,744.0,197.0,228.0,0.0,2945.0
2024,12,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3892.0,721.0,241.46,12.7,142.54,1.56,322.73,17.0,0.0,73491.0,29689.0,2350.0,5621.0,76.0,35755.0
2024,12,AA,American Airlines Network,ORF,"Norfolk, VA: Norfolk International",157.0,35.0,14.94,1.63,5.23,0.0,13.2,1.0,0.0,3323.0,1299.0,253.0,234.0,0.0,1537.0
